,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,missing_colname 16,missing_colname 17,missing_colname 18,missing_colname 19,missing_colname 20,Rank,Value,fullname,AGE
503,George,Jose,Male,68,1960-12-19,Payment Adjustment Coordinator,Retail,High Net Worth,N,Yes,20,535 Corben Point,4680,QLD,Australia,4.0,0.47,0.5875,0.5875,0.5875,504,504,0.85,George Jose,57
504,Kissiah,Foat,Female,30,1975-09-11,Graphic Designer,,Mass Customer,N,Yes,19,1690 Forster Place,2281,NSW,Australia,9.0,0.4,0.5,0.625,0.53125,504,504,0.85,Kissiah Foat,42
505,Milty,Brauninger,Male,13,1945-07-10,Payment Adjustment Coordinator,,High Net Worth,N,No,11,54 6th Trail,2640,NSW,Australia,7.0,0.68,0.68,0.68,0.68,504,504,0.85,Milty Brauninger,72
506,Killian,Nettles,Male,44,1980-09-01,Marketing Assistant,,Affluent Customer,N,No,4,16 Pepper Wood Junction,3803,VIC,Australia,7.0,0.45,0.45,0.45,0.45,507,507,0.85,Killian Nettles,37
507,Fredia,Favelle,Female,94,1974-08-29,Teacher,,Mass Customer,N,Yes,19,4 Arapahoe Terrace,4014,QLD,Australia,8.0,0.73,0.9125,1.140625,0.96953125,507,507,0.85,Fredia Favelle,43
508,Katleen,Arnoult,Female,6,1976-11-24,VP Product Management,Manufacturing,Mass Customer,N,Yes,13,540 Farragut Avenue,2066,NSW,Australia,9.0,1.1,1.375,1.71875,1.4609375,507,507,0.85,Katleen Arnoult,41
509,Gaultiero,Fibbens,Male,41,1980-03-14,Help Desk Technician,,Affluent Customer,N,No,9,938 Bartillon Hill,2035,NSW,Australia,11.0,0.63,0.63,0.7875,0.7875,507,507,0.85,Gaultiero Fibbens,37
510,Inglebert,Aspinal,Male,4,1973-10-13,Financial Analyst,Financial Services,Mass Customer,N,No,11,612 Annamark Center,2176,NSW,Australia,8.0,0.49,0.49,0.49,0.4165,507,507,0.85,Inglebert Aspinal,44
511,Jammal,Devenny,Male,57,1999-05-14,Marketing Manager,Retail,High Net Worth,N,No,12,18 Sage Plaza,3152,VIC,Australia,9.0,0.84,0.84,1.05,1.05,507,507,0.85,Jammal Devenny,18
512,Adriane,Richardson,Female,81,1976-03-10,Data Coordiator,Manufacturing,High Net Worth,N,No,9,4 Randy Street,3070,VIC,Australia,8.0,0.58,0.58,0.725,0.725,513,513,0.8415,Adriane Richardson,41
513,Jodi,Lermit,Female,94,1954-01-30,,Health,Mass Customer,N,Yes,10,05 Corry Center,4021,QLD,Australia,2.0,0.99,1.2375,1.546875,1.31484375,513,513,0.8415,Jodi Lermit,63
514,Emelia,Ackwood,Female,72,1988-09-30,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,10,1 South Street,4183,QLD,Australia,9.0,0.87,1.0875,1.359375,1.15546875,515,515,0.839375,Emelia Ackwood,29
515,Andee,Huke,Female,91,1971-06-28,,Manufacturing,Mass Customer,N,No,9,4810 Kim Park,3858,VIC,Australia,2.0,0.82,0.82,1.025,0.87125,515,515,0.839375,Andee Huke,46
516,Isa,Fominov,Male,75,2001-06-21,Physical Therapy Assistant,,Mass Customer,N,Yes,5,80388 Ryan Place,2010,NSW,Australia,9.0,0.44,0.55,0.6875,0.584375,515,515,0.839375,Isa Fominov,16
517,Zabrina,Margram,Female,87,1964-05-15,,Manufacturing,High Net Worth,N,Yes,11,1092 Kinsman Parkway,4053,QLD,Australia,8.0,0.46,0.575,0.71875,0.71875,515,515,0.839375,Zabrina Margram,53
518,Maddalena,Angood,Female,79,1999-07-28,,Manufacturing,Affluent Customer,N,No,12,1 Bluejay Court,2320,NSW,Australia,4.0,0.9,0.9,0.9,0.9,515,515,0.839375,Maddalena Angood,18
519,Sofie,Worsfold,Female,87,1954-10-06,Environmental Tech,Retail,Mass Customer,N,Yes,9,7 Maple Wood Plaza,4125,QLD,Australia,6.0,0.93,1.1625,1.453125,1.23515625,520,520,0.8375,Sofie Worsfold,63
520,Elmira,Vasilyev,Female,33,1951-10-14,Senior Quality Engineer,Manufacturing,High Net Worth,N,No,12,12 Eastlawn Terrace,2007,NSW,Australia,9.0,1.0,1.0,1.25,1.25,520,520,0.8375,Elmira Vasilyev,66
521,Free,Rowland,Male,42,1956-05-17,,,Mass Customer,N,Yes,12,24929 Spaight Junction,3796,VIC,Australia,8.0,0.83,1.0375,1.0375,0.881875,520,520,0.8375,Free Rowland,61
522,Worthington,Cohane,Male,60,1991-01-23,Chief Design Engineer,Entertainment,High Net Worth,N,No,2,846 Daystar Lane,2000,NSW,Australia,12.0,0.69,0.69,0.8625,0.8625,520,520,0.8375,Worthington Cohane,26
523,Bailey,Bereford,Male,44,1950-09-30,Senior Sales Associate,Argiculture,Affluent Customer,N,Yes,11,36 Golf Course Circle,2444,NSW,Australia,6.0,0.41,0.5125,0.5125,0.5125,524,524,0.83671875,Bailey Bereford,67
524,Perry,Whitehurst,Male,79,1980-05-29,Structural Engineer,Manufacturing,High Net Worth,N,Yes,8,0 Nelson Crossing,3155,VIC,Australia,7.0,0.66,0.825,0.825,0.825,524,524,0.83671875,Perry Whitehurst,37
525,Antony,Tuma,Male,11,1954-03-10,Environmental Tech,Telecommunications,High Net Worth,N,Yes,13,93264 Almo Plaza,3078,VIC,Australia,10.0,0.41,0.5125,0.640625,0.640625,526,526,0.833,Antony Tuma,63
526,Corene,Hallgate,Female,26,1964-11-06,,Financial Services,Mass Customer,N,Yes,14,2109 Shoshone Court,3103,VIC,Australia,12.0,0.62,0.775,0.96875,0.8234375,526,526,0.833,Corene Hallgate,53
527,Nico,Chadwick,Male,97,1953-05-24,Research Assistant IV,Financial Services,Affluent Customer,N,No,13,355 Roxbury Lane,3190,VIC,Australia,8.0,0.83,0.83,1.0375,1.0375,526,526,0.833,Nico Chadwick,64
528,Joline,Skipperbottom,Female,59,1972-06-27,Desktop Support Technician,,High Net Worth,N,No,9,2 Warrior Crossing,2161,NSW,Australia,9.0,1.0,1.0,1.25,1.25,529,529,0.83,Joline Skipperbottom,45
529,Ivy,Farr,Female,56,1973-07-03,Office Assistant IV,IT,High Net Worth,N,No,19,08470 Kingsford Lane,2120,NSW,Australia,11.0,0.96,0.96,1.2,1.2,530,530,0.82875,Ivy Farr,44
530,Dallas,Lavalde,Female,18,1998-12-19,Product Engineer,,Mass Customer,N,No,12,16898 Donald Plaza,2323,NSW,Australia,4.0,0.65,0.65,0.65,0.5525,530,530,0.82875,Dallas Lavalde,19
531,Amabel,missing,Female,71,1981-09-14,Chief Design Engineer,Financial Services,Mass Customer,N,Yes,9,3128 Mallory Pass,2144,NSW,Australia,6.0,0.4,0.5,0.5,0.425,530,530,0.82875,Amabel missing,36
532,Hilario,McCulloch,Male,61,1986-01-10,Physical Therapy Assistant,Retail,Mass Customer,N,No,8,799 Luster Road,3051,VIC,Australia,8.0,0.5,0.5,0.5,0.425,530,530,0.82875,Hilario McCulloch,31
533,Jim,Haddrell,Male,55,1955-04-08,Associate Professor,Financial Services,Mass Customer,N,No,9,53 Dryden Trail,2358,NSW,Australia,3.0,0.4,0.4,0.4,0.34,530,530,0.82875,Jim Haddrell,62
534,Jacobo,Mucklow,Male,62,1952-12-04,Computer Systems Analyst I,Financial Services,High Net Worth,N,Yes,22,5512 Ronald Regan Hill,3122,VIC,Australia,8.0,0.87,1.0875,1.0875,1.0875,530,530,0.82875,Jacobo Mucklow,65
535,Gretel,Paschke,Female,10,1956-05-29,Editor,Financial Services,Mass Customer,N,Yes,17,72 Melrose Street,4074,QLD,Australia,7.0,0.67,0.8375,0.8375,0.711875,536,536,0.825,Gretel Paschke,61
536,Jethro,Mertel,Male,16,1978-12-10,Software Consultant,Argiculture,Mass Customer,N,Yes,15,3460 Dapin Street,2262,NSW,Australia,6.0,0.7,0.875,0.875,0.74375,536,536,0.825,Jethro Mertel,39
537,Dwain,Hatch,Male,62,1994-11-16,Marketing Assistant,Health,Affluent Customer,N,No,15,5 Hovde Lane,3028,VIC,Australia,8.0,0.91,0.91,0.91,0.91,536,536,0.825,Dwain Hatch,23
538,Lucretia,D'Agostini,Female,41,1978-12-14,Database Administrator III,Manufacturing,High Net Worth,N,No,15,4 Gale Center,3185,VIC,Australia,7.0,0.86,0.86,0.86,0.86,536,536,0.825,Lucretia D'Agostini,39
539,Claude,Bowstead,Female,37,1997-11-29,Accounting Assistant III,Manufacturing,Mass Customer,N,No,7,5263 Stone Corner Crossing,2217,NSW,Australia,12.0,1.01,1.01,1.2625,1.073125,536,536,0.825,Claude Bowstead,20
540,Donn,MacGregor,Male,80,1965-04-22,Civil Engineer,Manufacturing,High Net Worth,N,No,5,0439 Mandrake Park,2046,NSW,Australia,10.0,0.73,0.73,0.9125,0.9125,536,536,0.825,Donn MacGregor,52
541,Laurel,Devennie,Female,78,1976-09-25,VP Product Management,Manufacturing,Affluent Customer,N,No,13,069 Hoard Pass,4352,QLD,Australia,5.0,0.94,0.94,0.94,0.94,536,536,0.825,Laurel Devennie,41
542,Elvira,Darthe,Female,10,1975-04-08,Accounting Assistant I,Financial Services,Affluent Customer,N,No,16,89 Green Ridge Point,2168,NSW,Australia,9.0,0.72,0.72,0.9,0.9,536,536,0.825,Elvira Darthe,42
543,Angie,Tansley,Male,68,1950-11-30,VP Sales,Manufacturing,Mass Customer,N,No,8,8 Cardinal Junction,2444,NSW,Australia,7.0,0.67,0.67,0.67,0.5695,544,544,0.8245,Angie Tansley,67
544,Terrence,Dalligan,Male,60,1998-02-19,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,2,240 Main Hill,3200,VIC,Australia,6.0,0.67,0.8375,0.8375,0.8375,544,544,0.8245,Terrence Dalligan,19
545,Katy,Crooke,Female,0,1977-06-30,Food Chemist,Health,Mass Customer,N,No,13,67081 Burrows Center,2111,NSW,Australia,12.0,0.81,0.81,1.0125,0.860625,546,546,0.8234375,Katy Crooke,40
546,Sammy,Borsi,Female,99,1972-04-27,Accountant III,Financial Services,Mass Customer,N,No,5,0 Kipling Way,2289,NSW,Australia,7.0,0.92,0.92,1.15,0.9775,546,546,0.8234375,Sammy Borsi,45
547,Morganica,Ainsbury,Female,37,1973-01-06,Senior Editor,Entertainment,High Net Worth,N,Yes,9,1 Raven Way,2151,NSW,Australia,10.0,0.69,0.8625,1.078125,1.078125,546,546,0.8234375,Morganica Ainsbury,44
548,Nils,Champion,Male,69,1984-07-06,Programmer III,Retail,Affluent Customer,N,No,13,261 Holy Cross Park,2750,NSW,Australia,9.0,0.49,0.49,0.6125,0.6125,549,549,0.82,Nils Champion,33
549,Beverlee,Querree,Female,42,1991-04-21,Marketing Manager,Financial Services,High Net Worth,N,Yes,12,891 Ohio Terrace,2075,NSW,Australia,12.0,0.88,1.1,1.375,1.375,549,549,0.82,Beverlee Querree,26
550,Cami,Eitter,Female,34,1979-01-03,Professor,Manufacturing,High Net Worth,N,Yes,11,1408 Hovde Circle,3081,VIC,Australia,9.0,0.68,0.85,1.0625,1.0625,551,551,0.818125,Cami Eitter,38
551,Reiko,Degenhardt,Female,83,1976-01-16,Financial Analyst,Financial Services,High Net Worth,N,Yes,5,50897 Northfield Road,4280,QLD,Australia,6.0,0.56,0.7,0.875,0.875,552,552,0.816,Reiko Degenhardt,41
552,Cord,Dunsmore,Male,12,1999-04-21,Internal Auditor,Manufacturing,Mass Customer,N,Yes,13,596 Boyd Park,4301,QLD,Australia,3.0,1.03,1.2875,1.2875,1.094375,552,552,0.816,Cord Dunsmore,18
553,Gabey,Kennicott,Female,55,1958-05-14,Developer I,Financial Services,Affluent Customer,N,No,17,8 Fordem Place,2322,NSW,Australia,6.0,0.54,0.54,0.54,0.54,552,552,0.816,Gabey Kennicott,59
554,Jacqui,Devey,Female,79,1995-10-01,Analyst Programmer,Financial Services,High Net Worth,N,Yes,13,656 Kennedy Crossing,2261,NSW,Australia,8.0,0.48,0.6,0.6,0.6,555,555,0.8125,Jacqui Devey,22
555,Byrom,Ramas,Male,23,1993-11-02,Help Desk Technician,Manufacturing,High Net Worth,N,No,12,2 Jackson Place,2528,NSW,Australia,7.0,1.09,1.09,1.09,1.09,555,555,0.8125,Byrom Ramas,24
556,Worthington,Ahmed,Male,79,1972-03-24,Senior Cost Accountant,Financial Services,High Net Worth,N,No,13,39408 Manufacturers Road,3335,VIC,Australia,3.0,0.51,0.51,0.51,0.51,555,555,0.8125,Worthington Ahmed,45
557,Chico,Dye,Male,46,1994-02-04,Speech Pathologist,Manufacturing,High Net Worth,N,No,13,168 Schlimgen Center,2526,NSW,Australia,9.0,0.64,0.64,0.8,0.8,555,555,0.8125,Chico Dye,23
558,Davidde,Cockroft,Male,70,1947-04-21,Geological Engineer,Manufacturing,High Net Worth,N,No,8,8 Kim Avenue,2158,NSW,Australia,12.0,1.03,1.03,1.2875,1.2875,555,555,0.8125,Davidde Cockroft,70
559,Charlie,Dmych,Male,60,1950-03-31,Account Coordinator,Manufacturing,High Net Worth,N,No,13,920 Cambridge Way,2263,NSW,Australia,6.0,0.58,0.58,0.58,0.58,555,555,0.8125,Charlie Dmych,67
560,Donn,Chaney,Male,15,1951-01-29,Research Assistant II,,Mass Customer,N,No,13,4 Schlimgen Trail,4701,QLD,Australia,3.0,0.47,0.47,0.47,0.3995,561,561,0.81015625,Donn Chaney,66
561,Kamila,Parsonage,Female,80,1954-03-08,,Property,Mass Customer,N,No,5,31 Mccormick Court,4131,QLD,Australia,8.0,0.91,0.91,0.91,0.7735,562,562,0.81,Kamila Parsonage,63
562,Barth,Sapshed,Male,4,1994-06-16,Executive Secretary,Financial Services,Mass Customer,N,Yes,13,65 Milwaukee Lane,4520,QLD,Australia,10.0,0.92,1.15,1.4375,1.221875,563,563,0.8075,Barth Sapshed,23
563,Padriac,Collacombe,Male,67,1967-04-07,Software Consultant,Health,Affluent Customer,N,No,13,76 Mendota Park,2090,NSW,Australia,10.0,0.43,0.43,0.5375,0.5375,563,563,0.8075,Padriac Collacombe,50
564,Olive,Mozzi,Female,87,1955-07-06,Account Representative IV,Retail,Affluent Customer,N,Yes,20,26667 Rigney Place,2567,NSW,Australia,9.0,0.53,0.6625,0.828125,0.828125,563,563,0.8075,Olive Mozzi,62
565,Benedict,Rosas,Male,73,1955-11-25,Actuary,Financial Services,High Net Worth,N,Yes,15,898 Muir Court,2142,NSW,Australia,6.0,0.52,0.65,0.65,0.65,563,563,0.8075,Benedict Rosas,62
566,Virginia,De Antoni,Female,17,1964-03-14,Executive Secretary,Telecommunications,High Net Worth,N,Yes,12,88093 Pierstorff Plaza,2030,NSW,Australia,10.0,0.57,0.7125,0.890625,0.890625,563,563,0.8075,Virginia De Antoni,53
567,Nicolas,O'Donnell,Male,40,1986-09-25,Internal Auditor,,Mass Customer,N,Yes,14,3319 Anthes Crossing,3177,VIC,Australia,7.0,0.56,0.7,0.7,0.595,568,568,0.8,Nicolas O'Donnell,31
568,Oswald,MacCarlich,Male,81,1991-11-24,Assistant Media Planner,Entertainment,Mass Customer,N,No,14,16 Mosinee Place,4717,QLD,Australia,1.0,0.55,0.55,0.6875,0.584375,568,568,0.8,Oswald MacCarlich,26
569,Ailyn,Howgate,Female,66,2001-09-27,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,2,197 Northport Plaza,4213,QLD,Australia,7.0,0.83,1.0375,1.0375,0.881875,568,568,0.8,Ailyn Howgate,16
570,Karol,Salthouse,Female,53,1968-07-29,Research Assistant III,Financial Services,Mass Customer,N,Yes,18,10236 Mifflin Avenue,2570,NSW,Australia,8.0,0.82,1.025,1.025,0.87125,568,568,0.8,Karol Salthouse,49
571,Esdras,Birchett,Male,81,1950-12-09,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,21,5287 Clarendon Plaza,2258,NSW,Australia,9.0,0.55,0.6875,0.859375,0.73046875,568,568,0.8,Esdras Birchett,67
572,Wilfrid,Gertray,Male,1,1942-08-23,Accounting Assistant I,Financial Services,Mass Customer,N,No,16,38407 Sutteridge Circle,2766,NSW,Australia,8.0,0.92,0.92,0.92,0.782,568,568,0.8,Wilfrid Gertray,75
573,Charmain,Styles,Female,49,1965-02-25,Programmer Analyst I,Property,High Net Worth,N,Yes,18,423 Holy Cross Lane,3029,VIC,Australia,7.0,0.9,1.125,1.125,1.125,574,574,0.799,Charmain Styles,52
575,Kirsteni,Gritskov,Female,66,1998-05-12,,,Mass Customer,N,No,4,743 Stuart Terrace,2560,NSW,Australia,7.0,0.95,0.95,0.95,0.8075,575,575,0.796875,Kirsteni Gritskov,19
576,Bobby,Summersby,Male,90,1943-10-27,Sales Associate,Financial Services,Affluent Customer,N,No,7,1478 Oak Valley Park,3350,VIC,Australia,2.0,0.76,0.76,0.95,0.95,575,575,0.796875,Bobby Summersby,74
577,Shepherd,Dutchburn,Male,33,1976-08-12,Senior Sales Associate,Financial Services,High Net Worth,N,Yes,9,8970 Anhalt Junction,2160,NSW,Australia,9.0,1.06,1.325,1.65625,1.65625,575,575,0.796875,Shepherd Dutchburn,41
578,Berenice,Kaesmakers,Female,64,1994-10-15,Sales Representative,Retail,Mass Customer,N,No,11,563 Waywood Park,2145,NSW,Australia,9.0,1.03,1.03,1.2875,1.094375,575,575,0.796875,Berenice Kaesmakers,23
579,Jesse,Crosio,Male,75,1994-04-15,Data Coordiator,,Mass Customer,N,Yes,13,9313 Mayer Street,3133,VIC,Australia,8.0,0.51,0.6375,0.6375,0.541875,575,575,0.796875,Jesse Crosio,23
580,Cordi,Thornton,Female,47,1973-01-04,Structural Engineer,Telecommunications,Mass Customer,N,No,11,2978 Mccormick Center,2028,NSW,Australia,10.0,0.76,0.76,0.95,0.8075,575,575,0.796875,Cordi Thornton,44
581,Debbie,Tillman,Female,3,1990-07-06,Account Coordinator,Manufacturing,High Net Worth,N,Yes,13,527 Jay Trail,4551,QLD,Australia,8.0,0.62,0.775,0.775,0.775,582,582,0.79,Debbie Tillman,27
582,Judie,Pirkis,Female,2,1995-07-18,Recruiter,,Affluent Customer,N,Yes,4,6 Loftsgordon Pass,2111,NSW,Australia,11.0,0.83,1.0375,1.296875,1.296875,583,583,0.7875,Judie Pirkis,22
583,Flin,Yoskowitz,Male,9,1995-12-17,Registered Nurse,Health,Mass Customer,N,Yes,11,9940 Manley Drive,2574,NSW,Australia,7.0,0.48,0.6,0.6,0.51,583,583,0.7875,Flin Yoskowitz,22
584,Noel,Sturch,Female,26,1951-10-28,Environmental Specialist,Health,Mass Customer,N,No,10,0736 West Crossing,3585,VIC,Australia,1.0,0.45,0.45,0.45,0.3825,583,583,0.7875,Noel Sturch,66
585,Letizia,Poore,Female,27,1938-08-30,Web Developer II,Manufacturing,Affluent Customer,N,No,15,95796 Mcbride Drive,3677,VIC,Australia,3.0,1.07,1.07,1.07,1.07,583,583,0.7875,Letizia Poore,79
586,Raynard,missing,Male,32,1996-04-13,Statistician III,Health,Affluent Customer,N,No,14,20187 Loomis Court,4132,QLD,Australia,6.0,0.97,0.97,0.97,0.97,587,587,0.78625,Raynard missing,21
587,Kiley,Grunder,Male,95,1994-04-17,Cost Accountant,Financial Services,Affluent Customer,N,Yes,1,17393 Colorado Hill,4006,QLD,Australia,8.0,1.0,1.25,1.5625,1.5625,587,587,0.78625,Kiley Grunder,23
588,Ethelred,Sissel,Male,83,1974-12-25,Programmer Analyst IV,Health,High Net Worth,N,No,18,65 Rutledge Parkway,2539,NSW,Australia,8.0,0.57,0.57,0.7125,0.7125,587,587,0.78625,Ethelred Sissel,43
589,Dena,Pabst,Female,39,1987-04-20,Account Executive,Manufacturing,High Net Worth,N,Yes,17,02023 Loeprich Drive,3037,VIC,Australia,7.0,0.88,1.1,1.1,1.1,590,590,0.78359375,Dena Pabst,30
590,Wyndham,Woolford,Male,1,1979-10-22,Engineer IV,Manufacturing,Mass Customer,N,No,10,9107 Pine View Plaza,3977,VIC,Australia,6.0,0.44,0.44,0.44,0.374,591,591,0.782,Wyndham Woolford,38
591,Rochette,Haddacks,Female,44,1996-05-10,Tax Accountant,Retail,Affluent Customer,N,Yes,13,822 Di Loreto Junction,3020,VIC,Australia,8.0,0.45,0.5625,0.5625,0.5625,591,591,0.782,Rochette Haddacks,21
592,Jamal,Dudgeon,Male,83,1965-02-09,Mechanical Systems Engineer,Financial Services,Mass Customer,N,No,7,2712 Namekagon Crossing,3029,VIC,Australia,5.0,0.77,0.77,0.9625,0.818125,591,591,0.782,Jamal Dudgeon,52
593,Levin,Coxen,Male,13,1955-10-22,Accountant I,Property,Mass Customer,N,No,20,32 Hazelcrest Court,2753,NSW,Australia,8.0,1.01,1.01,1.01,0.8585,594,594,0.78125,Levin Coxen,62
594,Marinna,Kauschke,Female,21,1973-03-15,Sales Associate,Financial Services,Affluent Customer,N,Yes,8,9 Forster Circle,3174,VIC,Australia,3.0,0.94,1.175,1.175,1.175,595,595,0.775625,Marinna Kauschke,44
595,Kyle,Michie,Female,6,1958-07-19,Nurse Practicioner,,Mass Customer,N,Yes,10,07226 Anzinger Avenue,3032,VIC,Australia,8.0,0.51,0.6375,0.6375,0.541875,595,595,0.775625,Kyle Michie,59
596,Lanie,Cobbold,Male,57,1978-12-31,Senior Sales Associate,,Mass Customer,N,Yes,9,936 Porter Lane,2323,NSW,Australia,5.0,0.54,0.675,0.675,0.57375,595,595,0.775625,Lanie Cobbold,39
597,Gilbert,O'Fallone,Male,29,1994-11-07,Assistant Media Planner,Entertainment,High Net Worth,N,No,1,6 Havey Pass,2126,NSW,Australia,11.0,0.81,0.81,1.0125,1.0125,595,595,0.775625,Gilbert O'Fallone,23
599,Esther,McOnie,Female,59,1939-05-26,Legal Assistant,,Mass Customer,N,No,14,844 Forster Place,2096,NSW,Australia,12.0,0.67,0.67,0.8375,0.711875,599,599,0.775,Esther McOnie,78
600,Chaim,Kingdon,Male,63,1996-01-21,Compensation Analyst,Financial Services,Affluent Customer,N,Yes,15,42590 Bellgrove Court,2097,NSW,Australia,9.0,0.63,0.7875,0.984375,0.984375,599,599,0.775,Chaim Kingdon,21
601,Anson,Dearnaly,Male,68,1997-06-29,Data Coordiator,Health,Affluent Customer,N,Yes,11,6060 Veith Crossing,2103,NSW,Australia,11.0,0.41,0.5125,0.640625,0.640625,602,602,0.7735,Anson Dearnaly,20
602,Caitrin,Critten,Female,45,1973-01-29,Director of Sales,Manufacturing,Mass Customer,N,Yes,10,25 Lakeland Point,4113,QLD,Australia,7.0,0.97,1.2125,1.2125,1.030625,603,603,0.7703125,Caitrin Critten,44
603,Garreth,Minett,Male,93,1961-05-23,Physical Therapy Assistant,,Affluent Customer,N,Yes,10,21667 Randy Crossing,3163,VIC,Australia,7.0,0.63,0.7875,0.984375,0.984375,604,604,0.765,Garreth Minett,56
604,Rozamond,Sommer,Female,27,1966-09-19,Operator,IT,Affluent Customer,N,Yes,12,608 Dapin Court,3129,VIC,Australia,10.0,0.72,0.9,1.125,1.125,604,604,0.765,Rozamond Sommer,51
605,Annabell,Downer,Female,33,1955-11-25,Budget/Accounting Analyst II,,Affluent Customer,N,No,20,8738 Lukken Terrace,2763,NSW,Australia,9.0,1.05,1.05,1.3125,1.3125,606,606,0.765,Annabell Downer,62
606,Maximilian,Geffen,Male,96,1955-07-13,Automation Specialist III,Manufacturing,Mass Customer,N,Yes,20,8634 Wayridge Pass,2750,NSW,Australia,8.0,0.78,0.975,1.21875,1.0359375,606,606,0.765,Maximilian Geffen,62
607,Ajay,Worham,Female,80,1979-09-30,Computer Systems Analyst I,Manufacturing,Mass Customer,N,Yes,12,5 Homewood Road,2800,NSW,Australia,6.0,1.1,1.375,1.375,1.16875,606,606,0.765,Ajay Worham,38
608,Jamison,Cashin,Male,70,1970-05-19,VP Product Management,Health,Mass Customer,N,Yes,5,7 Dunning Avenue,2477,NSW,Australia,8.0,0.68,0.85,0.85,0.7225,609,609,0.7625,Jamison Cashin,47
609,Dorian,Emery,Female,94,1998-08-24,Professor,Manufacturing,Mass Customer,N,Yes,9,67 Beilfuss Plaza,2168,NSW,Australia,8.0,0.77,0.9625,1.203125,1.02265625,609,609,0.7625,Dorian Emery,19
610,Nicol,Swinford,Male,65,1976-12-07,VP Marketing,Property,High Net Worth,N,No,16,976 Roxbury Alley,4157,QLD,Australia,7.0,0.81,0.81,0.81,0.81,609,609,0.7625,Nicol Swinford,41
611,Agna,Cowpe,Female,88,1969-03-05,,Property,Mass Customer,N,Yes,7,2 Main Lane,4114,QLD,Australia,3.0,0.63,0.7875,0.984375,0.83671875,612,612,0.75703125,Agna Cowpe,48
612,Nev,Prosh,Male,29,1950-05-08,Environmental Tech,Health,Affluent Customer,N,Yes,17,6115 Forest Crossing,2148,NSW,Australia,8.0,0.52,0.65,0.65,0.65,612,612,0.75703125,Nev Prosh,67
613,Lucius,Hatchell,Male,37,1951-03-19,Media Manager II,Retail,Mass Customer,N,Yes,14,432 Ronald Regan Court,3782,VIC,Australia,8.0,0.91,1.1375,1.1375,0.966875,612,612,0.75703125,Lucius Hatchell,66
614,Francisca,Pottage,Female,63,1957-06-10,Software Engineer II,IT,Mass Customer,N,No,8,8600 Forster Lane,2177,NSW,Australia,9.0,0.92,0.92,1.15,0.9775,615,615,0.7565,Francisca Pottage,60
615,Farlie,Brookz,Male,62,1963-07-31,Administrative Assistant I,Health,Mass Customer,N,Yes,6,6692 Independence Way,2070,NSW,Australia,12.0,0.64,0.8,1.0,0.85,615,615,0.7565,Farlie Brookz,54
616,Mariette,missing,Female,47,1956-07-05,Programmer II,Property,Affluent Customer,N,Yes,17,770 Farmco Point,2049,NSW,Australia,11.0,0.52,0.65,0.8125,0.8125,617,617,0.754375,Mariette missing,61
617,Beverlee,Ungerechts,Female,49,1973-10-03,Civil Engineer,Manufacturing,Mass Customer,N,No,8,602 Toban Center,4020,QLD,Australia,7.0,0.63,0.63,0.63,0.5355,617,617,0.754375,Beverlee Ungerechts,44
618,Nanni,Girodias,Female,61,1959-01-08,,Retail,High Net Worth,N,No,16,74 Shopko Pass,2161,NSW,Australia,9.0,0.48,0.48,0.6,0.6,617,617,0.754375,Nanni Girodias,58
619,Delcina,Hursey,Female,22,1968-12-26,,Financial Services,Mass Customer,N,Yes,7,804 Washington Point,4132,QLD,Australia,4.0,1.07,1.3375,1.3375,1.136875,620,620,0.75,Delcina Hursey,49
620,Lek,Pimblett,Male,88,1955-09-29,Product Engineer,Financial Services,Mass Customer,N,Yes,6,97 Merrick Center,2460,NSW,Australia,2.0,0.78,0.975,1.21875,1.0359375,620,620,0.75,Lek Pimblett,62
621,Kellyann,Adshad,Female,62,1940-06-07,,,Mass Customer,N,Yes,22,29 Tennyson Alley,2161,NSW,Australia,9.0,1.03,1.2875,1.609375,1.36796875,620,620,0.75,Kellyann Adshad,77
622,Ewell,Paulusch,Male,31,1998-01-15,Engineer I,Manufacturing,Mass Customer,N,Yes,8,8194 Lien Street,4032,QLD,Australia,7.0,0.43,0.5375,0.5375,0.456875,620,620,0.75,Ewell Paulusch,19
623,Madison,Lars,Male,11,1967-01-19,Health Coach III,Health,Mass Customer,N,No,19,9503 New Castle Street,4500,QLD,Australia,9.0,0.9,0.9,1.125,0.95625,620,620,0.75,Madison Lars,50
624,Ardis,Taree,Female,97,1960-04-12,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,5,0 Emmet Trail,4128,QLD,Australia,9.0,0.76,0.95,1.1875,1.1875,625,625,0.748,Ardis Taree,57
625,Wheeler,Godsil,Male,51,1993-09-20,Geologist IV,Manufacturing,Affluent Customer,N,Yes,6,7 Spaight Drive,2147,NSW,Australia,9.0,1.1,1.375,1.71875,1.71875,626,626,0.74375,Wheeler Godsil,24
